,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
746,64.46891689300537,0.0,0.008191108703613281,0.0,1000.0,"(128,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
766,167.0006308555603,0.0,0.010024070739746094,0.0,1000.0,"(256,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
565,16.59650993347168,0.0,0.015298128128051758,0.0,10.0,"(256,)",100,1,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.7200000000000001,0.7200000000000001,0.0,105,0.9995833333333334,0.9995833333333334,0.0
761,136.82884621620178,0.0,0.017659902572631836,0.0,1000.0,"(256,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
719,55.346818685531616,0.0,0.0023610591888427734,0.0,1000.0,"(32,)",10000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
698,18.8108069896698,0.0,0.008970975875854492,0.0,1000.0,"(16,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 2}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
684,15.164169073104858,0.0,0.0018868446350097656,0.0,1000.0,"(8,)",10000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 0}",0.7200000000000001,0.7200000000000001,0.0,105,0.9997916666666667,0.9997916666666667,0.0
715,21.244413137435913,0.0,0.004552125930786133,0.0,1000.0,"(32,)",1000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.7200000000000001,0.7200000000000001,0.0,105,1.0,1.0,0.0
683,11.960744857788086,0.0,0.003615140914916992,0.0,1000.0,"(8,)",1000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 3}",0.7183333333333334,0.7183333333333334,0.0,113,0.9997916666666667,0.9997916666666667,0.0
702,29.75808811187744,0.0,0.015753984451293945,0.0,1000.0,"(16,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 2}",0.7183333333333334,0.7183333333333334,0.0,113,1.0,1.0,0.0
680,12.467190980911255,0.0,0.013431787490844727,0.0,1000.0,"(8,)",1000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 0}",0.7183333333333334,0.7183333333333334,0.0,113,0.9997916666666667,0.9997916666666667,0.0
55,7.821810722351074,0.0,0.0040280818939208984,0.0,0.0001,"(64,)",100,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.7183333333333333,0.7183333333333333,0.0,116,1.0,1.0,0.0
59,7.820379734039307,0.0,0.004260063171386719,0.0,0.0001,"(64,)",1000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7183333333333333,0.7183333333333333,0.0,116,1.0,1.0,0.0
63,7.884861946105957,0.0,0.005960941314697266,0.0,0.0001,"(64,)",10000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7183333333333333,0.7183333333333333,0.0,116,1.0,1.0,0.0
622,42.17370891571045,0.0,0.0035538673400878906,0.0,100.0,"(32,)",10000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.7166666666666668,0.7166666666666668,0.0,119,1.0,1.0,0.0
732,47.98482370376587,0.0,0.0033740997314453125,0.0,1000.0,"(64,)",10000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.7166666666666668,0.7166666666666668,0.0,119,1.0,1.0,0.0
728,36.52145314216614,0.0,0.021419048309326172,0.0,1000.0,"(64,)",1000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.7166666666666668,0.7166666666666668,0.0,119,1.0,1.0,0.0
457,75.36497211456299,0.0,0.007334709167480469,0.0,1.0,"(128,)",1000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.7166666666666667,0.7166666666666667,0.0,122,1.0,1.0,0.0
668,211.55336093902588,0.0,0.020039081573486328,0.0,100.0,"(256,)",10000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.7166666666666667,0.7166666666666667,0.0,122,1.0,1.0,0.0
461,98.23207211494446,0.0,0.02807784080505371,0.0,1.0,"(128,)",10000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.7166666666666667,0.7166666666666667,0.0,122,1.0,1.0,0.0
229,3.10624098777771,0.0,0.006705045700073242,0.0,0.01,"(32,)",100,1,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.715,0.715,0.0,125,0.9735416666666667,0.9735416666666667,0.0
605,28.515898942947388,0.0,0.0035848617553710938,0.0,100.0,"(16,)",10000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.715,0.715,0.0,125,1.0,1.0,0.0
631,4.619955062866211,0.0,0.004362821578979492,0.0,100.0,"(64,)",100,3,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.7149999999999999,0.7149999999999999,0.0,127,0.9895833333333334,0.9895833333333334,0.0
444,34.083331823349,0.0,0.014678955078125,0.0,1.0,"(64,)",10000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
667,118.32084798812866,0.0,0.00887298583984375,0.0,100.0,"(256,)",1000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
440,39.20130372047424,0.0,0.0030791759490966797,0.0,1.0,"(64,)",1000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
639,60.664693117141724,0.0,0.006516933441162109,0.0,100.0,"(64,)",10000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
473,161.44487190246582,0.0,0.05426621437072754,0.0,1.0,"(256,)",1000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
649,70.91949105262756,0.0,0.0077550411224365234,0.0,100.0,"(128,)",1000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
653,93.3862202167511,0.0,0.0037758350372314453,0.0,100.0,"(128,)",10000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.7133333333333334,0.7133333333333334,0.0,128,1.0,1.0,0.0
618,26.503097772598267,0.0,0.011293172836303711,0.0,100.0,"(32,)",1000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.7133333333333333,0.7133333333333333,0.0,135,1.0,1.0,0.0
669,208.76007986068726,0.0,0.006556987762451172,0.0,100.0,"(256,)",10000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.7116666666666668,0.7116666666666668,0.0,136,1.0,1.0,0.0
665,122.65654683113098,0.0,0.007283926010131836,0.0,100.0,"(256,)",1000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.7116666666666668,0.7116666666666668,0.0,136,1.0,1.0,0.0
633,40.78611707687378,0.0,0.00928807258605957,0.0,100.0,"(64,)",1000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.7116666666666666,0.7116666666666666,0.0,138,1.0,1.0,0.0
655,117.99707293510437,0.0,0.005331993103027344,0.0,100.0,"(128,)",10000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.7116666666666666,0.7116666666666666,0.0,138,1.0,1.0,0.0
601,27.93337392807007,0.0,0.011794805526733398,0.0,100.0,"(16,)",1000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.7116666666666666,0.7116666666666666,0.0,138,1.0,1.0,0.0
635,38.23411178588867,0.0,0.013544321060180664,0.0,100.0,"(64,)",1000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7116666666666666,0.7116666666666666,0.0,138,1.0,1.0,0.0
476,134.5841085910797,0.0,0.0066852569580078125,0.0,1.0,"(256,)",10000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.71,0.71,0.0,142,1.0,1.0,0.0
472,160.63305592536926,0.0,0.042755126953125,0.0,1.0,"(256,)",1000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.71,0.71,0.0,142,1.0,1.0,0.0
637,63.83180499076843,0.0,0.02534198760986328,0.0,100.0,"(64,)",10000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.71,0.71,0.0,142,1.0,1.0,0.0
619,23.8222758769989,0.0,0.004291057586669922,0.0,100.0,"(32,)",1000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
286,6.846789121627808,0.0,0.004227161407470703,0.0,0.01,"(256,)",10000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
652,115.13509178161621,0.0,0.0070760250091552734,0.0,100.0,"(128,)",10000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
651,82.40994834899902,0.0,0.011734962463378906,0.0,100.0,"(128,)",1000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
522,25.53274893760681,0.0,0.023827075958251953,0.0,10.0,"(32,)",1000,2,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
526,28.86045217514038,0.0,0.004484891891479492,0.0,10.0,"(32,)",10000,2,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
636,49.561625242233276,0.0,0.006229877471923828,0.0,100.0,"(64,)",10000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
94,8.383206129074097,0.0,0.04379892349243164,0.0,0.0001,"(256,)",10000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
616,30.4608051776886,0.0,0.010661840438842773,0.0,100.0,"(32,)",1000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
278,12.414436101913452,0.0,0.015235662460327148,0.0,0.01,"(256,)",100,2,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
282,7.9458160400390625,0.0,0.011987924575805664,0.0,0.01,"(256,)",1000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
382,6.1214599609375,0.0,0.004025936126708984,0.0,0.1,"(256,)",10000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
182,6.877731084823608,0.0,0.007132053375244141,0.0,0.001,"(256,)",100,2,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
623,32.20731210708618,0.0,0.008896112442016602,0.0,100.0,"(32,)",10000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
378,6.01678204536438,0.0,0.00432276725769043,0.0,0.1,"(256,)",1000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
186,6.906183958053589,0.0,0.01650691032409668,0.0,0.001,"(256,)",1000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
374,6.902168035507202,0.0,0.004709959030151367,0.0,0.1,"(256,)",100,2,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
90,7.385062217712402,0.0,0.00941014289855957,0.0,0.0001,"(256,)",1000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
190,7.432429075241089,0.0,0.006799936294555664,0.0,0.001,"(256,)",10000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
620,24.82279133796692,0.0,0.003900766372680664,0.0,100.0,"(32,)",10000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
86,7.766719818115234,0.0,0.01565718650817871,0.0,0.0001,"(256,)",100,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.7083333333333334,0.7083333333333334,0.0,145,1.0,1.0,0.0
857,21.43979811668396,0.0,0.011827945709228516,0.0,10000.0,"(256,)",1000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.7066666666666667,0.7066666666666667,0.0,166,0.8343750000000001,0.8343750000000001,0.0
861,19.353264093399048,0.0,0.011612892150878906,0.0,10000.0,"(256,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.7066666666666667,0.7066666666666667,0.0,166,0.8343750000000001,0.8343750000000001,0.0
853,19.781065940856934,0.0,0.0073359012603759766,0.0,10000.0,"(256,)",100,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.7066666666666667,0.7066666666666667,0.0,166,0.8343750000000001,0.8343750000000001,0.0
754,1.6331720352172852,0.0,0.006259918212890625,0.0,1000.0,"(256,)",10,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7066666666666667,0.7066666666666667,0.0,166,0.9064583333333333,0.9064583333333333,0.0
650,87.82828116416931,0.0,0.014840841293334961,0.0,100.0,"(128,)",1000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.7066666666666667,0.7066666666666667,0.0,166,1.0,1.0,0.0
681,5.067941188812256,0.0,0.0024309158325195312,0.0,1000.0,"(8,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 1}",0.7066666666666667,0.7066666666666667,0.0,166,0.9345833333333333,0.9345833333333333,0.0
654,90.74487781524658,0.0,0.0034270286560058594,0.0,100.0,"(128,)",10000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.7066666666666667,0.7066666666666667,0.0,166,1.0,1.0,0.0
671,206.4815411567688,0.0,0.006345987319946289,0.0,100.0,"(256,)",10000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.7066666666666667,0.7066666666666667,0.0,166,1.0,1.0,0.0
632,34.692593812942505,0.0,0.00738215446472168,0.0,100.0,"(64,)",1000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.7066666666666667,0.7066666666666667,0.0,166,1.0,1.0,0.0
685,4.831202983856201,0.0,0.013813972473144531,0.0,1000.0,"(8,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 1}",0.7066666666666667,0.7066666666666667,0.0,166,0.9345833333333333,0.9345833333333333,0.0
839,12.882019996643066,0.0,0.01297903060913086,0.0,10000.0,"(128,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.7066666666666666,0.7066666666666666,0.0,176,0.9268749999999999,0.9268749999999999,0.0
621,24.86881399154663,0.0,0.002501964569091797,0.0,100.0,"(32,)",10000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.7066666666666666,0.7066666666666666,0.0,176,1.0,1.0,0.0
617,26.71513295173645,0.0,0.012733936309814453,0.0,100.0,"(32,)",1000,1,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.7066666666666666,0.7066666666666666,0.0,176,1.0,1.0,0.0
658,1.567389965057373,0.0,0.009351015090942383,0.0,100.0,"(256,)",10,2,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
370,1.4230999946594238,0.0,0.006002902984619141,0.0,0.1,"(256,)",10,2,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
562,1.6560640335083008,0.0,0.01201772689819336,0.0,10.0,"(256,)",10,2,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
466,2.3078508377075195,0.0,0.0067920684814453125,0.0,1.0,"(256,)",10,2,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
648,70.29896378517151,0.0,0.011399269104003906,0.0,100.0,"(128,)",1000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.7050000000000001,0.7050000000000001,0.0,179,1.0,1.0,0.0
178,1.5829341411590576,0.0,0.007408857345581055,0.0,0.001,"(256,)",10,2,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
274,2.0918681621551514,0.0,0.010530710220336914,0.0,0.01,"(256,)",10,2,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
82,1.6242821216583252,0.0,0.012135744094848633,0.0,0.0001,"(256,)",10,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 2}",0.7050000000000001,0.7050000000000001,0.0,179,0.9064583333333333,0.9064583333333333,0.0
443,34.17380714416504,0.0,0.048216819763183594,0.0,1.0,"(64,)",1000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7050000000000001,0.7050000000000001,0.0,179,1.0,1.0,0.0
447,42.705666065216064,0.0,0.014371156692504883,0.0,1.0,"(64,)",10000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7050000000000001,0.7050000000000001,0.0,179,1.0,1.0,0.0
539,38.20380783081055,0.0,0.0066051483154296875,0.0,10.0,"(64,)",1000,3,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7033333333333335,0.7033333333333335,0.0,189,1.0,1.0,0.0
543,38.20443606376648,0.0,0.006483316421508789,0.0,10.0,"(64,)",10000,3,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7033333333333335,0.7033333333333335,0.0,189,1.0,1.0,0.0
536,40.47083497047424,0.0,0.0043680667877197266,0.0,10.0,"(64,)",1000,0,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.7033333333333333,0.7033333333333333,0.0,191,1.0,1.0,0.0
540,37.76018691062927,0.0,0.005862236022949219,0.0,10.0,"(64,)",10000,0,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.7033333333333333,0.7033333333333333,0.0,191,1.0,1.0,0.0
117,7.079013824462891,0.0,0.004008293151855469,0.0,0.001,"(16,)",100,1,"{'alpha': 0.001, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.7016666666666667,0.7016666666666667,0.0,193,0.9808333333333333,0.9808333333333333,0.0
478,185.80765104293823,0.0,0.013728141784667969,0.0,1.0,"(256,)",10000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7016666666666667,0.7016666666666667,0.0,193,1.0,1.0,0.0
541,44.354748249053955,0.0,0.005559682846069336,0.0,10.0,"(64,)",10000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.7016666666666667,0.7016666666666667,0.0,193,1.0,1.0,0.0
537,72.03502798080444,0.0,0.010879993438720703,0.0,10.0,"(64,)",1000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.7016666666666667,0.7016666666666667,0.0,193,1.0,1.0,0.0
379,9.842724800109863,0.0,0.008459091186523438,0.0,0.1,"(256,)",1000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.7000000000000001,0.7000000000000001,0.0,197,1.0,1.0,0.0
383,9.784472942352295,0.0,0.006026029586791992,0.0,0.1,"(256,)",10000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.7000000000000001,0.7000000000000001,0.0,197,1.0,1.0,0.0
375,10.113053321838379,0.0,0.00662684440612793,0.0,0.1,"(256,)",100,3,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.7000000000000001,0.7000000000000001,0.0,197,1.0,1.0,0.0
555,70.35084795951843,0.0,0.004608154296875,0.0,10.0,"(128,)",1000,3,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.6999999999999998,0.6999999999999998,0.0,200,1.0,1.0,0.0
